rule_id,API_norm_MF,S_t_MF,SMI_t_MF,Pt_MF,delta_WL_t_MF,rule_output_constant
618,0,4,4,3,3,[ 0.2014869   0.2764439   0.12070286  0.03563901 -0.5384682   0.19410092]
619,0,4,4,3,4,[-0.15591553  0.37940112 -0.12707493 -0.12205225  0.5196825   0.3302312 ]
620,0,4,4,4,0,[-0.2855238   0.22456989 -0.13612671 -0.09759988  0.12822935  0.23593754]
621,0,4,4,4,1,[ 0.6407358  -0.56125647 -1.4243286  -0.9009918  -0.5412391  -1.3715942 ]
622,0,4,4,4,2,[-1.0922192  -0.16189218 -0.39366838 -0.0403588   1.2342703  -0.37667948]
623,0,4,4,4,3,[ 0.22279745  0.40131104  0.13821249  0.10903803 -0.8397006   0.24988444]
624,0,4,4,4,4,[-0.27585167  0.5987394  -0.13566616 -0.03228208  0.7759532   0.6353684 ]
625,1,0,0,0,0,[-0.06022964  0.4535465   0.05702536  0.05137191  0.06257869  0.32860622]
626,1,0,0,0,1,[ 0.43603405  0.39347208 -0.4736274  -0.30038115 -0.04757184 -0.11817157]
627,1,0,0,0,2,[-0.29457587  0.5444837  -0.0544849   0.18464163  0.69532245  0.22003838]
628,1,0,0,0,3,[ 0.09768066  0.25672942  0.22925235  0.06948788 -0.41638786  0.24908774]
629,1,0,0,0,4,[0.00876109 0.7207882  0.04448608 0.118223   0.4363506  0.60377574]
630,1,0,0,1,0,[-1.0971205  -0.24561554  0.50896305  0.11121651  0.31191975  0.41493592]
631,1,0,0,1,1,[-0.06392301 -0.07131558  0.15427975 -0.21323267  0.51183337  0.9427983 ]
632,1,0,0,1,2,[-2.1130881  -1.1294807   0.46125242  0.27178842  1.5499651  -0.58677566]
633,1,0,0,1,3,[-0.36169893  0.04570144  0.4308202   0.08955714 -0.9723371   0.23889168]
634,1,0,0,1,4,[-1.002831    0.11910751  0.48039022  0.18169454  1.0014902   0.7588135 ]
635,1,0,0,2,0,[-0.51263934  0.058465    0.23964731  0.1179516   0.1452631   0.30227718]
636,1,0,0,2,1,[ 0.15984377  0.10156055 -0.11769556 -0.13747573  0.19978394  0.37451196]
637,1,0,0,2,2,[-1.0635508  -0.28565928  0.1708984   0.24394873  0.95794934 -0.17313838]
638,1,0,0,2,3,[-0.12317096  0.10205192  0.27149612  0.10247236 -0.6279076   0.17461264]
639,1,0,0,2,4,[-0.4460183   0.33432522  0.22411183  0.16714203  0.6085726   0.57395554]
640,1,0,0,3,0,[-0.36080906  0.35689244  0.17266828  0.11175586  0.12215432  0.40282494]
641,1,0,0,3,1,[ 0.39778772  0.32570666 -0.42604667 -0.2985922   0.07116795  0.11494421]
642,1,0,0,3,2,[-0.869738    0.21474561  0.04872589  0.27947447  1.0694271   0.0370338 ]
643,1,0,0,3,3,[-0.00543498  0.24387309  0.31709144  0.11825085 -0.68988574  0.2689204 ]
644,1,0,0,3,4,[-0.27341595  0.7162361   0.1562216   0.18627357  0.672845    0.7674364 ]
645,1,0,0,4,0,[-0.5637695   0.6025306   0.24510342  0.28403202  0.18968904  0.69547826]
646,1,0,0,4,1,[ 0.5350276   0.5262509  -0.52916414 -0.21381748  0.15335284  0.40409026]
647,1,0,0,4,2,[-1.3467485   0.41768327  0.07856896  0.52853507  1.5843121   0.21667787]
648,1,0,0,4,3,[-0.01849851  0.41518426  0.41057432  0.25195125 -1.0224069   0.39945436]
649,1,0,0,4,4,[-0.45572364  1.1109021   0.23129395  0.36445674  0.99001235  1.22194   ]
650,1,0,1,0,0,[ 0.03031811  0.40426204  0.0113966  -0.01361196  0.09463767  0.3061605 ]
651,1,0,1,0,1,[ 0.51176447  0.2469428  -0.6120036  -0.44178805 -0.104569   -0.34018663]
652,1,0,1,0,2,[-0.22578958  0.45037466 -0.1267645   0.07296876  0.67672443  0.15275985]
653,1,0,1,0,3,[ 0.20352082  0.28791723  0.21700585  0.06704239 -0.33519563  0.31511116]
654,1,0,1,0,4,[ 0.06781784  0.6427442  -0.00745213  0.04465003  0.43344176  0.5403516 ]
655,1,0,1,1,0,[-0.84806067 -0.31787494  0.65958804  0.04103591  0.44179675  0.7104891 ]
656,1,0,1,1,1,[ 0.23795708 -0.3477471   0.31637895 -0.3489389   0.548453    1.0883249 ]
657,1,0,1,1,2,[-1.8325967  -1.2090104   0.6558154   0.15106522  1.6348556  -0.16278096]
658,1,0,1,1,3,[-0.17424786  0.07767487  0.49173427  0.08216549 -0.8133885   0.44577295]
659,1,0,1,1,4,[-0.7997477   0.01097721  0.6146367   0.10315223  1.0724331   0.99096376]
660,1,0,1,2,0,"[-3.6364093e-01  1.0731290e-04  2.9023874e-01  6.8849310e-02
  2.1719399e-01  4.2392293e-01]"
661,1,0,1,2,1,[ 0.33149108 -0.08749334 -0.09551515 -0.23786753  0.1973308   0.35537735]
662,1,0,1,2,2,[-0.90913594 -0.3678061   0.22942846  0.15613616  0.98925114 -0.01556617]
663,1,0,1,2,3,[ 0.00282029  0.12449542  0.2956507   0.10170438 -0.52433264  0.29328716]
664,1,0,1,2,4,[-0.3299503   0.2489743   0.2643824   0.11071836  0.64017737  0.6505283 ]
665,1,0,1,3,0,[-0.20702165  0.281602    0.16964416  0.03547129  0.18725505  0.45628694]
666,1,0,1,3,1,[ 0.5561913   0.10055993 -0.5122907  -0.458852    0.02779241 -0.05906057]
667,1,0,1,3,2,[-0.72809166  0.09178911  0.0309177   0.14699575  1.0734516   0.07886004]
668,1,0,1,3,3,[ 0.14473334  0.2764764   0.32231265  0.11489467 -0.570574    0.38485053]
669,1,0,1,3,4,[-0.16166288  0.604479    0.14245106  0.09979326  0.6887593   0.76469284]
670,1,0,1,4,0,[-0.36246058  0.46849015  0.24737824  0.17862758  0.27868503  0.7637909 ]
671,1,0,1,4,1,[ 0.756665    0.17920859 -0.62570995 -0.41208842  0.10026061  0.180791  ]
672,1,0,1,4,2,[-1.1612169   0.21092089  0.0608826   0.35083663  1.587639    0.2685656 ]
673,1,0,1,4,3,[ 0.17274319  0.43977657  0.41799498  0.2364616  -0.86248595  0.5476618 ]
674,1,0,1,4,4,[-0.3094651   0.9282332   0.21799369  0.24802706  1.0107976   1.2128159 ]
675,1,0,2,0,0,[0.3411928  0.7330042  0.03832236 0.11731184 0.3065523  0.63843966]
676,1,0,2,0,1,[ 1.0479934   0.41229334 -0.8490972  -0.45242745  0.00456147 -0.42088282]
677,1,0,2,0,2,[ 0.02295825  0.7811691  -0.21527919  0.23315166  1.0522356   0.3672857 ]
678,1,0,2,0,3,[ 0.5206542   0.6358726   0.38796362  0.22216374 -0.23690978  0.77765566]
679,1,0,2,0,4,[ 0.35094798  1.0137557  -0.01039761  0.17314269  0.72204965  0.88839567]
680,1,0,2,1,0,[-0.82068163 -0.25353953  0.62890863  0.1794797   0.7056824   0.88459533]
681,1,0,2,1,1,[ 0.7060225  -0.5749028  -0.02643909 -0.32836542  0.71244234  0.85336274]
682,1,0,2,1,2,[-2.1001232 -1.4645038  0.4172149  0.3289731  2.213993  -0.4576854]
683,1,0,2,1,3,[ 0.00273856  0.420509    0.64802647  0.22273491 -0.8693611   0.8913241 ]
684,1,0,2,1,4,[-0.7935292   0.13949181  0.548874    0.24512799  1.5059401   1.1966864 ]
685,1,0,2,2,0,[-0.23568739  0.1336924   0.28548813  0.20103326  0.40546432  0.6147364 ]
686,1,0,2,2,1,[ 0.7539022  -0.15797988 -0.33470833 -0.19726403  0.30558288  0.20973486]
687,1,0,2,2,2,[-0.9388625  -0.37650535  0.08700491  0.3201516   1.3866109  -0.07758942]
688,1,0,2,2,3,[ 0.19718996  0.39192513  0.42671117  0.2355651  -0.53004295  0.648324  ]
689,1,0,2,2,4,[-0.22134352  0.4331293   0.23363526  0.2413279   0.9391037   0.86802924]
690,1,0,2,3,0,[0.08388511 0.58500314 0.17990328 0.20649587 0.44338587 0.7923725 ]
691,1,0,2,3,1,[ 1.1855301   0.15458567 -0.83248496 -0.44536188  0.15977181 -0.2273973 ]
692,1,0,2,3,2,[-0.5796873   0.30858412 -0.12514539  0.35720682  1.573962    0.17637025]
693,1,0,2,3,3,[ 0.48195174  0.67799795  0.51730835  0.30460942 -0.51407564  0.9140955 ]
694,1,0,2,3,4,[0.09831083 0.9706486  0.11685793 0.26801586 1.0689625  1.1314813 ]
695,1,0,2,4,0,[-0.0158294   0.873334    0.25330868  0.44923335  0.6174123   1.2329037 ]
696,1,0,2,4,1,[ 1.6020364   0.20728984 -1.042501   -0.3080346   0.28581646  0.00229777]
697,1,0,2,4,2,[-1.0328001   0.48944125 -0.16043416  0.6893402   2.2934787   0.41793144]
698,1,0,2,4,3,[ 0.5879374  0.9846     0.6589664  0.5009984 -0.8382208  1.2363182]
699,1,0,2,4,4,"[-1.1142210e-04  1.4307780e+00  1.8113267e-01  5.1376814e-01
  1.5406226e+00  1.7430326e+00]"
700,1,0,3,0,0,[0.4407394  0.85817176 0.12510476 0.26480725 0.3695172  0.78212184]
701,1,0,3,0,1,[ 1.1531849   0.56071603 -0.63538456 -0.18055311  0.14615491 -0.1400277 ]
702,1,0,3,0,2,[ 0.19693068  0.9333668  -0.09880067  0.4230875   1.0994642   0.5576069 ]
703,1,0,3,0,3,[ 0.55331343  0.73858196  0.4442005   0.29471344 -0.15875871  0.9003128 ]
704,1,0,3,0,4,[0.45521206 1.1206284  0.07348169 0.31129637 0.76713616 1.0161334 ]
705,1,0,3,1,0,[-0.7715921  -0.1004965   0.35759872  0.30352613  0.59547204  0.50418603]
706,1,0,3,1,1,[ 0.63086754 -0.44162232 -0.37962496 -0.10355541  0.5805661   0.23415077]
707,1,0,3,1,2,[-1.9411184  -1.254843    0.05404834  0.4952264   1.9993724  -0.9403257 ]
708,1,0,3,1,3,[-0.00179277  0.5542681   0.56863457  0.27859467 -0.81649643  0.82897073]
709,1,0,3,1,4,[-0.72437257  0.27214122  0.29059717  0.3631514   1.372802    0.82231265]
710,1,0,3,2,0,[-0.19186644  0.24383678  0.18786526  0.2894726   0.36830735  0.47657704]
711,1,0,3,2,1,[ 0.7324382  -0.05055989 -0.42798793 -0.03117504  0.28173873  0.00095537]
712,1,0,3,2,2,[-0.8173938  -0.2314679  -0.03892073  0.44019696  1.2952108  -0.24353094]
713,1,0,3,2,3,[ 0.19475472  0.4862064   0.4041334   0.2724815  -0.48492768  0.6490775 ]
714,1,0,3,2,4,[-0.16425826  0.5279677   0.14255325  0.32603034  0.88621414  0.7299277 ]
715,1,0,3,3,0,[0.17559676 0.73798734 0.17931738 0.3577667  0.46120688 0.8013454 ]
716,1,0,3,3,1,[ 1.2369797   0.3214934  -0.74305797 -0.16360974  0.23892684 -0.1707732 ]
717,1,0,3,3,2,[-0.388087    0.5017817  -0.12159576  0.5564422   1.5468818   0.20100053]
718,1,0,3,3,3,[ 0.49957123  0.8058486   0.5413443   0.3741646  -0.43389934  0.9953732 ]
719,1,0,3,3,4,[0.20224454 1.1017911  0.1186608  0.41107032 1.0649663  1.1303667 ]
720,1,0,3,4,0,[0.12456664 1.0804176  0.23193929 0.6494631  0.62426597 1.2019814 ]
721,1,0,3,4,1,[ 1.672164    0.4299898  -0.9693142   0.05010809  0.36014926 -0.0170932 ]
722,1,0,3,4,2,[-0.7431882   0.75371414 -0.17763317  0.9524089   2.2309592   0.4043182 ]
723,1,0,3,4,3,[ 0.6190883   1.1572413   0.6839831   0.5970889  -0.73141044  1.3300253 ]
724,1,0,3,4,4,[0.15822789 1.608838   0.1651356  0.70273167 1.5174854  1.7020857 ]
725,1,0,4,0,0,[ 0.23279385  0.52547157 -0.03192342  0.00234685  0.20415972  0.41834024]
726,1,0,4,0,1,[ 0.8154654   0.22267081 -0.87295634 -0.5526381  -0.11464285 -0.58951783]
727,1,0,4,0,2,[-0.07230207  0.54216754 -0.25182122  0.07263315  0.83583957  0.16658868]
728,1,0,4,0,3,[ 0.4234054   0.4708981   0.28003603  0.13828701 -0.24810229  0.5635892 ]
729,1,0,4,0,4,[ 0.23731     0.7693911  -0.06783924  0.05488055  0.56227094  0.6384949 ]
730,1,0,4,1,0,[-0.6935447  -0.35390958  0.7003069   0.05929616  0.632046    0.9262745 ]
731,1,0,4,1,1,[ 0.648274   -0.6584997   0.16910383 -0.43786573  0.6141388   0.970594  ]
732,1,0,4,1,2,[-1.8153436  -1.4185015   0.6115598   0.15600014  1.9562869  -0.12113593]
733,1,0,4,1,3,[ 0.02450477  0.25089532  0.5857317   0.14431635 -0.76387405  0.7612465 ]
734,1,0,4,1,4,[-0.6843112  -0.01217451  0.6304082   0.11859412  1.3156787   1.1880262 ]
735,1,0,4,2,0,[-0.21574402  0.01584625  0.29200956  0.09913836  0.34033677  0.5563876 ]
736,1,0,4,2,1,[ 0.64167714 -0.25710472 -0.25669596 -0.29101554  0.222164    0.20491917]
737,1,0,4,2,2,"[-8.4248286e-01 -4.4286069e-01  1.6063976e-01  1.7704479e-01
  1.1922174e+00 -1.8254135e-04]"
738,1,0,4,2,3,[ 0.1746415   0.26038358  0.36107957  0.16575512 -0.47667855  0.52043325]
739,1,0,4,2,4,[-0.21212955  0.27541092  0.24857852  0.13609253  0.79671484  0.7717039 ]
740,1,0,4,3,0,[0.0226255  0.36882928 0.13630341 0.06440316 0.33488044 0.60636175]
741,1,0,4,3,1,[ 0.9572034  -0.03365438 -0.79942864 -0.5701353   0.02957195 -0.3407774 ]
742,1,0,4,3,2,[-0.5838118   0.10134123 -0.10410423  0.15858977  1.3051777   0.08639453]
743,1,0,4,3,3,[ 0.40159023  0.4831355   0.40346408  0.20312685 -0.4852942   0.69036084]
744,1,0,4,3,4,[0.0267021  0.70327836 0.08687551 0.12177766 0.8716466  0.89970267]
745,1,0,4,4,0,[-0.08002492  0.5636591   0.20046617  0.23692803  0.47474808  0.9709922 ]
746,1,0,4,4,1,[ 1.300722   -0.05135492 -0.99690163 -0.5063192   0.10896114 -0.16902508]
747,1,0,4,4,2,[-1.007272    0.19123065 -0.12524882  0.3956611   1.9141364   0.28343347]
748,1,0,4,4,3,[ 0.492238    0.70794     0.5155928   0.35341877 -0.7746896   0.9415313 ]
749,1,0,4,4,4,[-0.07957894  1.0459058   0.14329664  0.2980134   1.2653023   1.4085664 ]
750,1,1,0,0,0,[-0.02817538  0.23088196 -0.04218546 -0.0403955  -0.00930715  0.05479239]
751,1,1,0,0,1,[ 0.27637494  0.13781595 -0.49032804 -0.3545321  -0.1755932  -0.45071766]
752,1,1,0,0,2,[-0.21725193  0.26031232 -0.14603737  0.00693357  0.37780645 -0.08151352]
753,1,1,0,0,3,[ 0.10244314  0.13358177  0.11097144  0.03066351 -0.3009664   0.08231851]
754,1,1,0,0,4,[-0.00142402  0.3948655  -0.05104439 -0.00109488  0.2272126   0.22402436]
755,1,1,0,1,0,[-0.6592004  -0.19275871  0.3228217  -0.00253731  0.17627978  0.25473744]
756,1,1,0,1,1,[ 0.05857173 -0.11581222  0.02983144 -0.28762922  0.21278839  0.44657856]
757,1,1,0,1,2,[-1.3456676  -0.7636914   0.2958691   0.06440812  0.98518866 -0.3743451 ]
758,1,1,0,1,3,[-0.19477326 -0.02052599  0.24303606  0.03660853 -0.697755    0.06606747]
759,1,1,0,1,4,[-0.6192859   0.0333668   0.30353785  0.04032916  0.62124026  0.4679694 ]
760,1,1,0,2,0,[-0.30174276 -0.00461067  0.12330043  0.02236341  0.0627285   0.12790926]
761,1,1,0,2,1,[ 0.15403332 -0.01368339 -0.17421162 -0.20299584  0.02134416  0.02761463]
762,1,1,0,2,2,[-0.68477446 -0.23850794  0.06820209  0.07445469  0.58378106 -0.19681628]
763,1,1,0,2,3,[-0.04653643  0.02779305  0.14612253  0.05500524 -0.45123228  0.04049516]
764,1,1,0,2,4,[-0.27498022  0.16640602  0.11234549  0.051075    0.36015987  0.29632062]
765,1,1,0,3,0,[-0.20850481  0.15776633  0.03480446 -0.01348345  0.02251947  0.10284253]
766,1,1,0,3,1,[ 0.2840123   0.07568641 -0.4677969  -0.37664473 -0.12517637 -0.32799608]
767,1,1,0,3,2,[-0.58043325  0.03768489 -0.07476359  0.04975511  0.61659324 -0.19184256]
768,1,1,0,3,3,[ 0.04307605  0.10903095  0.15960386  0.0584617  -0.49828458  0.07000378]
769,1,1,0,3,4,[-0.17430982  0.37972406  0.02319296  0.03029388  0.37397093  0.3285689 ]
770,1,1,0,4,0,[-0.3435324   0.27824596  0.05503271  0.07087141  0.03651392  0.2281741 ]
771,1,1,0,4,1,[ 0.386223    0.1507171  -0.59043497 -0.36112395 -0.13775013 -0.27137432]
772,1,1,0,4,2,[-0.9063733   0.12178556 -0.09012748  0.17467366  0.917136   -0.15353589]
773,1,1,0,4,3,[ 0.03069131  0.18524851  0.19620354  0.12916051 -0.7514786   0.09002047]
774,1,1,0,4,4,[-0.30055204  0.5947682   0.04569731  0.11951393  0.5506575   0.5586096 ]
775,1,1,1,0,0,[ 0.02356748  0.18628676 -0.08697931 -0.09513076  0.00456669  0.0186288 ]
776,1,1,1,0,1,[ 0.31710842  0.02059644 -0.61398506 -0.47206497 -0.23191452 -0.6436411 ]
777,1,1,1,0,2,[-0.1878834   0.18262485 -0.21382286 -0.08283889  0.3588262  -0.1553479 ]
778,1,1,1,0,3,[ 0.1725866   0.14724769  0.09609866  0.02493949 -0.25299293  0.11574822]
779,1,1,1,0,4,[ 0.02846874  0.33276904 -0.09977182 -0.06108397  0.21950278  0.16189177]
780,1,1,1,1,0,[-0.5045174  -0.26165596  0.4282233  -0.05951735  0.26238635  0.45464313]
781,1,1,1,1,1,[ 0.25676945 -0.32976726  0.13621202 -0.3983981   0.22897129  0.540965  ]
782,1,1,1,1,2,[-1.1830795  -0.8450738   0.43315578 -0.03020491  1.0491084  -0.08892751]
783,1,1,1,1,3,[-0.07105322 -0.01273355  0.28235424  0.02839798 -0.6007078   0.1983541 ]
784,1,1,1,1,4,[-0.49690276 -0.05677482  0.39771047 -0.02194057  0.6712979   0.6266615 ]
785,1,1,1,2,0,[-0.21009055 -0.0570504   0.15383859 -0.01777137  0.10808581  0.20298256]
786,1,1,1,2,1,[ 0.2648264  -0.16014928 -0.17185506 -0.2853451   0.00986326 -0.00193365]
787,1,1,1,2,2,[-0.5984591  -0.31138855  0.10292777  0.00547607  0.6059882  -0.10098051]
788,1,1,1,2,3,[ 0.03734557  0.03414839  0.15933664  0.05247252 -0.38819036  0.11381476]
789,1,1,1,2,4,[-0.2064818   0.09778222  0.13587254  0.0061978   0.3807029   0.34217092]
790,1,1,1,3,0,[-0.11676382  0.09098704  0.02031196 -0.07681488  0.0589816   0.11954407]
791,1,1,1,3,1,[ 0.38058633 -0.10081501 -0.55563504 -0.5091889  -0.17317021 -0.48644662]
792,1,1,1,3,2,[-0.5079054  -0.0659543  -0.10365415 -0.05566724  0.61536795 -0.19054958]
793,1,1,1,3,3,[ 0.14290075  0.12051316  0.15642577  0.05219403 -0.4267741   0.13621554]
794,1,1,1,3,4,[-0.11196274  0.2909111   0.00164722 -0.03944227  0.38012642  0.30923435]
795,1,1,1,4,0,[-0.22612727  0.16620927  0.03959652 -0.01481513  0.08700571  0.24970636]
796,1,1,1,4,1,[ 0.52129173 -0.11654315 -0.69438106 -0.52390355 -0.19744967 -0.47247112]
797,1,1,1,4,2,[-0.8158486  -0.04576474 -0.12527962  0.03506637  0.9153954  -0.15321605]
798,1,1,1,4,3,[ 0.1564424   0.1875427   0.1916328   0.11360727 -0.65632665  0.1739239 ]
799,1,1,1,4,4,[-0.22172569  0.45344874  0.01999957  0.02697012  0.5592365   0.5303579 ]
800,1,1,2,0,0,[ 0.2337902   0.37181613 -0.09319647 -0.03646445  0.1262147   0.17914064]
801,1,1,2,0,1,[ 0.67019933  0.07670423 -0.83229953 -0.54495996 -0.21604781 -0.8420145 ]
802,1,1,2,0,2,[-0.03698215  0.35761845 -0.31094468 -0.02170792  0.579623   -0.10198343]
803,1,1,2,0,3,[ 0.40019438  0.35610119  0.20100251  0.1254184  -0.20019272  0.39343244]
804,1,1,2,0,4,[ 0.21209338  0.5431675  -0.12774915 -0.00654024  0.38898933  0.32725313]
805,1,1,2,1,0,[-0.4774706  -0.23643818  0.4039684   0.0076531   0.4222574   0.55993   ]
806,1,1,2,1,1,[ 0.59800154 -0.5009746  -0.11350065 -0.4391197   0.28828892  0.3250082 ]
807,1,1,2,1,2,[-1.3694997  -1.0273366   0.2657297   0.04857684  1.4217613  -0.29135233]
808,1,1,2,1,3,[ 0.05355996  0.17976879  0.37281635  0.11764536 -0.6738648   0.44897854]
809,1,1,2,1,4,[-0.49217564  0.00831078  0.3482541   0.04544285  0.9434648   0.74815184]
810,1,1,2,2,0,[-0.11736313  0.01096885  0.1418688   0.05249162  0.21969604  0.30486202]
811,1,1,2,2,1,[ 0.56288797 -0.23643    -0.35973746 -0.29991558  0.03986802 -0.17489068]
812,1,1,2,2,2,[-0.6245556  -0.33998352 -0.00779908  0.08498951  0.8547103  -0.17556262]
813,1,1,2,2,3,[ 0.17676999  0.18666494  0.23811054  0.14079939 -0.41312453  0.31857598]
814,1,1,2,2,4,[-0.13350223  0.19697708  0.10487806  0.0732495   0.56443435  0.45730492]
815,1,1,2,3,0,[0.08378562 0.25577962 0.00462646 0.00604391 0.20683092 0.28410554]
816,1,1,2,3,1,[ 0.8076002  -0.1220706  -0.8289622  -0.57187366 -0.15176268 -0.74816906]
817,1,1,2,3,2,[-0.4232211   0.03153184 -0.24434039  0.03412544  0.9177437  -0.21011466]
818,1,1,2,3,3,[ 0.38475156  0.35535797  0.27457118  0.17576425 -0.41166326  0.44678953]
819,1,1,2,3,4,[ 0.05814597  0.49375603 -0.04025518  0.03854876  0.60743845  0.48765522]
820,1,1,2,4,0,[0.00703359 0.38268983 0.01539689 0.1254478  0.27879316 0.4847957 ]
821,1,1,2,4,1,[ 1.0961608  -0.17261705 -1.0430154  -0.5378517  -0.16271657 -0.7751242 ]
822,1,1,2,4,2,[-0.7549308   0.07558525 -0.31790477  0.19865268  1.3429688  -0.1593044 ]
823,1,1,2,4,3,[ 0.44475216  0.49922517  0.33274823  0.2809764  -0.6793266   0.5650426 ]
824,1,1,2,4,4,[-0.02474571  0.730588   -0.03536903  0.16131762  0.8752163   0.79864854]
825,1,1,3,0,0,[0.312807   0.4864078  0.00680502 0.07891467 0.19063787 0.34370366]
826,1,1,3,0,1,[ 0.75816745  0.22879462 -0.6083995  -0.3283188  -0.07318288 -0.5233402 ]
827,1,1,3,0,2,[ 0.10509258  0.501769   -0.17663743  0.12959383  0.63962585  0.11958221]
828,1,1,3,0,3,[ 0.4214142   0.43937838  0.25984576  0.17857772 -0.13468724  0.5087014 ]
829,1,1,3,0,4,[ 0.2968343   0.64481515 -0.03106185  0.10271224  0.44034395  0.4796385 ]
830,1,1,3,1,0,[-0.42639348 -0.07424748  0.25783455  0.1087051   0.37549943  0.37839407]
831,1,1,3,1,1,[ 0.5610163  -0.31322744 -0.27759558 -0.2540423   0.25877482  0.04947179]
832,1,1,3,1,2,[-1.2249888  -0.806808    0.06771056  0.18621035  1.3078215  -0.5176037 ]
833,1,1,3,1,3,[ 0.05375515  0.30032694  0.34567547  0.1606467  -0.6138274   0.4556093 ]
834,1,1,3,1,4,[-0.424063    0.15478085  0.20902519  0.1425402   0.8783985   0.5678755 ]
835,1,1,3,2,0,[-0.07646932  0.12379552  0.10823601  0.12348927  0.21486425  0.2708238 ]
836,1,1,3,2,1,[ 0.5584236  -0.09948798 -0.35955364 -0.16456412  0.06750098 -0.20391344]
837,1,1,3,2,2,[-0.5176376  -0.19001465 -0.05009854  0.18330546  0.8171252  -0.20705198]
838,1,1,3,2,3,[ 0.17534302  0.26952198  0.24224381  0.16811737 -0.36718175  0.35269377]
839,1,1,3,2,4,[-0.08093221  0.2983468   0.07444671  0.14207701  0.547395    0.4216964 ]
840,1,1,3,3,0,[0.16083977 0.40415448 0.05361906 0.12582153 0.24681829 0.37458643]
841,1,1,3,3,1,[ 0.85993856  0.06709618 -0.6732148  -0.34491372 -0.03814515 -0.54985476]
842,1,1,3,3,2,[-0.26130816  0.22348139 -0.1758607   0.19497107  0.93419445 -0.07771951]
843,1,1,3,3,3,[ 0.3961425   0.46344638  0.31754217  0.2269532  -0.33895355  0.54536283]
844,1,1,3,3,4,[0.14693397 0.62625915 0.00865814 0.1531416  0.63100815 0.56932163]
845,1,1,3,4,0,[0.13027513 0.59135944 0.07334028 0.28777057 0.32607496 0.59051466]
846,1,1,3,4,1,[ 1.1750284   0.09280687 -0.85807717 -0.24454136 -0.02478588 -0.556458  ]
847,1,1,3,4,2,[-0.50494677  0.34717244 -0.23272812  0.4151468   1.3529763   0.0040452 ]
848,1,1,3,4,3,[ 0.47089162  0.65014166  0.38980213  0.3551375  -0.57742393  0.69647205]
849,1,1,3,4,4,[0.11471193 0.9175664  0.02357493 0.31589565 0.8992511  0.8939383 ]
850,1,1,4,0,0,[ 0.15461701  0.24183106 -0.14132564 -0.10686097  0.06114997  0.0440795 ]
851,1,1,4,0,1,[ 0.51085174 -0.03702141 -0.84625894 -0.59542674 -0.28264204 -0.92137134]
852,1,1,4,0,2,[-0.10367168  0.2101392  -0.33406103 -0.1167971   0.44342798 -0.2163755 ]
853,1,1,4,0,3,[ 0.32727695  0.25284612  0.12707387  0.06814421 -0.20604548  0.2567876 ]
854,1,1,4,0,4,[ 0.13280939  0.3912842  -0.16599458 -0.07759222  0.2884349   0.17618458]
855,1,1,4,1,0,[-0.40400624 -0.3094713   0.44975728 -0.0672257   0.37771052  0.5863131 ]
856,1,1,4,1,1,[ 0.54326504 -0.5692495   0.01325059 -0.4995636   0.23598878  0.41420537]
857,1,1,4,1,2,[-1.1909782  -1.0111086   0.39581665 -0.05702367  1.2571872  -0.07316516]
858,1,1,4,1,3,[ 0.06425415  0.07544681  0.33333218  0.06524821 -0.5930557   0.3772242 ]
859,1,1,4,1,4,[-0.42777136 -0.09581775  0.4019797  -0.03242021  0.82372695  0.74445975]
860,1,1,4,2,0,[-0.11239219 -0.06688061  0.14390181 -0.01175359  0.17948267  0.26893678]
861,1,1,4,2,1,[ 0.47771472 -0.30326134 -0.3104039  -0.3526226  -0.00530087 -0.16247451]
862,1,1,4,2,2,[-0.56761247 -0.38598493  0.04063315 -0.00295233  0.73126644 -0.12070726]
863,1,1,4,2,3,[ 0.15703839  0.10594805  0.19419675  0.09331673 -0.37189355  0.24258527]
864,1,1,4,2,4,[-0.13316017  0.09491372  0.11359847  0.00793069  0.47489986  0.39906704]
865,1,1,4,3,0,[ 0.03302105  0.11841052 -0.02697436 -0.08190487  0.13895029  0.17043088]
866,1,1,4,3,1,[ 0.6458482  -0.23860148 -0.8075897  -0.63749725 -0.22284517 -0.7906307 ]
867,1,1,4,3,2,[-0.43277737 -0.09891171 -0.23014924 -0.0852661   0.7482341  -0.25424775]
868,1,1,4,3,3,[ 0.32286003  0.23484783  0.19718173  0.10678525 -0.38756484  0.30808163]
869,1,1,4,3,4,[ 0.00434673  0.32552412 -0.06118285 -0.05043192  0.4835981   0.34794608]
870,1,1,4,4,0,[-0.04736745  0.1862339  -0.02496051 -0.0071379   0.19126217  0.32300475]
871,1,1,4,4,1,[ 0.88129383 -0.33486938 -1.018525   -0.65052783 -0.25944424 -0.85170925]
872,1,1,4,4,2,[-0.74687195 -0.11309581 -0.29728836  0.0186107   1.1039742  -0.23177934]
873,1,1,4,4,3,[ 0.37437811  0.33070162  0.23624371  0.1832946  -0.626632    0.387583  ]
874,1,1,4,4,4,[-0.0850631   0.48817235 -0.06378549  0.02809556  0.703206    0.5938371 ]
875,1,2,0,0,0,[-0.17664418  0.43899202  0.13122799  0.19974332  0.05000935  0.31764796]
876,1,2,0,0,1,[ 0.27967045  0.34495327 -0.22381164  0.02807195  0.03588348  0.05980641]
877,1,2,0,0,2,[-0.35206372  0.51648     0.0719899   0.4106529   0.6652079   0.23257077]
