rule_id,API_norm_MF,S_t_MF,SMI_t_MF,Pt_MF,delta_WL_t_MF,rule_output_constant
872,1,1,4,4,2,[-0.21448678 -0.31318247 -0.36110288  0.17302428  0.24965012 -0.39415854]
873,1,1,4,4,3,[-0.60889673 -0.08040539  0.42476544  0.47884768 -0.35658735  0.40068018]
874,1,1,4,4,4,[-0.1467767   0.157302   -0.15447761  0.17931363  0.23186037  0.20631358]
875,1,2,0,0,0,[-0.1813978   0.5904883   0.15548843  0.34184498  0.4453985   0.7289349 ]
876,1,2,0,0,1,[-0.4072004   0.22429098  0.26489437  0.42884022 -0.03464101  0.3747816 ]
877,1,2,0,0,2,[-0.22866045 -0.20641182 -0.14085379  0.11972383  0.3766152  -0.24784824]
878,1,2,0,0,3,[-0.49264026  0.11859467  0.3520089   0.4889083  -0.27318034  0.2913326 ]
879,1,2,0,0,4,[-0.12451269  0.28543687 -0.03028459  0.14888427  0.3664246   0.31838864]
880,1,2,0,1,0,[-0.27759498  0.47367054  0.01801593  0.18544376  0.07335968  0.534413  ]
881,1,2,0,1,1,[-0.6107418  -0.13538282  0.10647219  0.22941549 -0.47821504 -0.0903158 ]
882,1,2,0,1,2,[-0.18386886 -0.08510336 -0.25101715  0.04503174  0.11078118 -0.17440425]
883,1,2,0,1,3,[-0.76360196 -0.39706403  0.1837364   0.26381728 -0.7543296  -0.3480155 ]
884,1,2,0,1,4,[-0.10904782  0.38813263 -0.11359201  0.07310817  0.12727745  0.38201806]
885,1,2,0,2,0,[-0.15805729  0.3075143   0.06094505  0.18137969  0.1444651   0.38192666]
886,1,2,0,2,1,[-0.3477402  -0.0273382   0.12349002  0.2219347  -0.2036662   0.04384778]
887,1,2,0,2,2,[-0.13776013 -0.12557797 -0.12239098  0.06491915  0.14169629 -0.15796347]
888,1,2,0,2,3,[-0.42911962 -0.15467755  0.17571387  0.25109133 -0.37700993 -0.07651569]
889,1,2,0,2,4,[-0.07911029  0.19674401 -0.04291806  0.08102491  0.14630494  0.2129467 ]
890,1,2,0,3,0,[-0.12009466  0.5399374   0.1455842   0.3259632   0.37078476  0.6929062 ]
891,1,2,0,3,1,[-0.3265514   0.18712577  0.23834302  0.39885363 -0.05151766  0.34820244]
892,1,2,0,3,2,[-0.14932838 -0.11609    -0.11007619  0.13857837  0.32204562 -0.11891233]
893,1,2,0,3,3,[-0.40898365  0.070554    0.3118408   0.44763735 -0.2630964   0.24756616]
894,1,2,0,3,4,[-0.07028908  0.29845968 -0.01593027  0.15526888  0.30967405  0.35292846]
895,1,2,0,4,0,[-0.45688558  0.48496547  0.06035928  0.2719949   0.15935229  0.55685437]
896,1,2,0,4,1,[-0.8820208  -0.26185125  0.1853827   0.34466872 -0.60226995 -0.20372601]
897,1,2,0,4,2,[-0.38257024 -0.3930549  -0.31594947  0.04738771  0.18032937 -0.5356801 ]
898,1,2,0,4,3,[-1.0642694  -0.54724395  0.29371732  0.40207702 -0.9779132  -0.47549897]
899,1,2,0,4,4,[-0.24378084  0.31359732 -0.13705087  0.09733675  0.21212524  0.28830728]
900,1,2,1,0,0,[-0.15065536  0.66536945  0.2539154   0.42941862  0.59243727  0.9344648 ]
901,1,2,1,0,1,[-0.3683996   0.3455581   0.3912348   0.53295875  0.10634837  0.65069914]
902,1,2,1,0,2,[-0.23079774 -0.27033144 -0.10319962  0.17436634  0.48596194 -0.23460644]
903,1,2,1,0,3,[-0.44708246  0.27708665  0.49488655  0.6020041  -0.13556844  0.6163544 ]
904,1,2,1,0,4,[-0.12197111  0.2715117   0.01452215  0.1976913   0.45739385  0.3786232 ]
905,1,2,1,1,0,[-0.2791986   0.4941125   0.07822672  0.24378741  0.1614117   0.64678305]
906,1,2,1,1,1,[-0.61558676 -0.08217059  0.19126165  0.29779413 -0.4026144   0.07622011]
907,1,2,1,1,2,[-0.2016621  -0.18489614 -0.24705663  0.08214322  0.17197588 -0.23305242]
908,1,2,1,1,3,[-0.76836514 -0.31456015  0.28432357  0.33758405 -0.6847689  -0.14068766]
909,1,2,1,1,4,[-0.12150101  0.34613296 -0.09457217  0.10605388  0.17888023  0.3867748 ]
910,1,2,1,2,0,[-0.14373371  0.33712158  0.11794418  0.2368775   0.22316144  0.49250197]
911,1,2,1,2,1,[-0.33221337  0.02705643  0.1974012   0.28595394 -0.13172491  0.19389251]
912,1,2,1,2,2,[-0.13933799 -0.17977177 -0.10356054  0.10259432  0.19980906 -0.16541457]
913,1,2,1,2,3,[-0.41174164 -0.07912978  0.25979003  0.319394   -0.30865985  0.10184136]
914,1,2,1,2,4,[-0.07859972  0.1778078  -0.0181059   0.11371241  0.19451673  0.2396979 ]
915,1,2,1,3,0,[-0.08044915  0.6060206   0.23803364  0.41644982  0.50322104  0.8857521 ]
916,1,2,1,3,1,[-0.28051847  0.29168344  0.35493243  0.50345385  0.07539585  0.60055804]
917,1,2,1,3,2,[-0.1380081  -0.16842665 -0.07074321  0.20038167  0.42198625 -0.09204732]
918,1,2,1,3,3,[-0.35801977  0.20606561  0.44244096  0.5592569  -0.13966827  0.5407078 ]
919,1,2,1,3,4,[-0.05780251  0.2890034   0.02833255  0.20880939  0.39246663  0.41762277]
920,1,2,1,4,0,[-0.46189138  0.52257895  0.15646522  0.35330662  0.2941319   0.7313061 ]
921,1,2,1,4,1,[-0.88756025 -0.17535166  0.31579432  0.44201088 -0.48427096  0.04924007]
922,1,2,1,4,2,[-0.41560447 -0.52746964 -0.2976255   0.09538665  0.27585134 -0.6023769 ]
923,1,2,1,4,3,[-1.0665926  -0.41737303  0.44554943  0.5085084  -0.8678487  -0.16360536]
924,1,2,1,4,4,[-0.26682204  0.257297   -0.10179684  0.14111862  0.29195777  0.30389068]
925,1,2,2,0,0,[-0.12276043  0.62549686  0.24299431  0.43676612  0.614069    0.881468  ]
926,1,2,2,0,1,[-0.29239607  0.41479865  0.39718038  0.542976    0.2036029   0.7365077 ]
927,1,2,2,0,2,[-0.23323801 -0.3274878  -0.1335117   0.18494299  0.47553074 -0.33488148]
928,1,2,2,0,3,[-0.34604353  0.40492728  0.51320434  0.6127383   0.00327161  0.78142893]
929,1,2,2,0,4,[-0.1264436   0.19200858 -0.00341313  0.20311062  0.44553515  0.27209997]
930,1,2,2,1,0,[-0.26184356  0.417148    0.05228955  0.25289112  0.1877995   0.5341623 ]
931,1,2,2,1,1,[-0.5427961  -0.02401546  0.18445483  0.30986357 -0.29404044  0.13312665]
932,1,2,2,1,2,[-0.22240074 -0.29939058 -0.29508302  0.09305795  0.15830113 -0.41881266]
933,1,2,2,1,3,[-0.6658656  -0.18025872  0.29239553  0.3504992  -0.5304788   0.01758954]
934,1,2,2,1,4,[-0.13919659  0.22086863 -0.12526204  0.11240753  0.1684931   0.21461086]
935,1,2,2,2,0,[-0.12673476  0.302673    0.10773165  0.24419695  0.2421596   0.44464824]
936,1,2,2,2,1,[-0.2807533   0.07385099  0.19892329  0.2952298  -0.06016976  0.24829566]
937,1,2,2,2,2,[-0.1451053  -0.23279443 -0.12724611  0.11139856  0.19470827 -0.25329888]
938,1,2,2,2,3,[-0.34214008  0.01230265  0.27007854  0.32915637 -0.20819859  0.21574678]
939,1,2,2,2,4,[-0.08445827  0.11315671 -0.03258247  0.11893725  0.18939199  0.1528113 ]
940,1,2,2,3,0,[-0.05544921  0.56657916  0.22855079  0.42585424  0.52505016  0.8346269 ]
941,1,2,2,3,1,[-0.21274157  0.35076675  0.36047155  0.5151675   0.16357276  0.67451113]
942,1,2,2,3,2,[-0.14074287 -0.22646575 -0.09764075  0.21210772  0.41451776 -0.1889315 ]
943,1,2,2,3,3,[-0.26790708  0.31867573  0.45904872  0.57150406 -0.01498877  0.68673843]
944,1,2,2,3,4,[-0.06201099  0.21341923  0.01245393  0.21560104  0.38413933  0.3178328 ]
945,1,2,2,4,0,[-0.42805946  0.45329872  0.13268954  0.3654681   0.33515674  0.63044107]
946,1,2,2,4,1,[-0.77980894 -0.07014488  0.31672257  0.45858374 -0.33039397  0.16725193]
947,1,2,2,4,2,[-0.4302101  -0.63702124 -0.34946823  0.11081287  0.2654004  -0.78844035]
948,1,2,2,4,3,[-0.91991264 -0.21661112  0.46493536  0.52633166 -0.65202755  0.08140976]
949,1,2,2,4,4,[-0.28111297  0.12229581 -0.13387747  0.14969264  0.28129673  0.11959228]
950,1,2,3,0,0,[-0.1219027   0.6196595   0.2480067   0.4226582   0.593581    0.88588315]
951,1,2,3,0,1,[-0.30061376  0.38194683  0.3920022   0.52434105  0.17448524  0.7032994 ]
952,1,2,3,0,2,[-0.21848519 -0.29178092 -0.11022606  0.17868477  0.47016656 -0.27238473]
953,1,2,3,0,3,[-0.36066636  0.3532636   0.49978334  0.5912577  -0.03214096  0.7208681 ]
954,1,2,3,0,4,[-0.11626516  0.21437521  0.00969553  0.19708371  0.4397383   0.31083256]
955,1,2,3,1,0,[-0.25411054  0.43063447  0.06630224  0.24397644  0.17960635  0.5662817 ]
956,1,2,3,1,1,[-0.5426531  -0.03733071  0.18838127  0.29809746 -0.31042182  0.12729356]
957,1,2,3,1,2,[-0.20343931 -0.24662523 -0.26305655  0.08914316  0.16384235 -0.33016452]
958,1,2,3,1,3,[-0.6711643  -0.21256395  0.28773278  0.33693784 -0.55308527 -0.01648376]
959,1,2,3,1,4,[-0.12543015  0.2565644  -0.10578179  0.1086575   0.17100222  0.27315915]
960,1,2,3,2,0,[-0.12411731  0.30568713  0.11330341  0.23594177  0.23288411  0.45610076]
961,1,2,3,2,1,[-0.28348005  0.05942622  0.19799809  0.28464982 -0.07483241  0.23529   ]
962,1,2,3,2,2,[-0.13439989 -0.20354047 -0.10994589  0.10725401  0.19472425 -0.20464697]
963,1,2,3,2,3,[-0.3486666  -0.01440847  0.2637798   0.31715602 -0.22687978  0.18477146]
964,1,2,3,2,4,[-0.07683946  0.13242616 -0.0224907   0.11512549  0.18835104  0.18409641]
965,1,2,3,3,0,[-0.05629266  0.562467    0.23231182  0.41164258  0.5069422   0.838067  ]
966,1,2,3,3,1,[-0.22132657  0.32322937  0.3554514   0.49723947  0.13799493  0.6452663 ]
967,1,2,3,3,2,[-0.12960823 -0.19467269 -0.07802427  0.20451595  0.40954453 -0.13503748]
968,1,2,3,3,3,[-0.28187072  0.27484095  0.44694272  0.55134684 -0.0459519   0.6338288 ]
969,1,2,3,3,4,[-0.05449555  0.23337989  0.02332009  0.20871845  0.37879217  0.35103056]
970,1,2,3,4,0,[-0.4176986   0.46505928  0.14735687  0.35264334  0.32057935  0.66355693]
971,1,2,3,4,1,[-0.78026456 -0.09465552  0.31788474  0.4411826  -0.35601437  0.14940627]
972,1,2,3,4,2,[-0.4037381  -0.5709637  -0.31044653  0.10592166  0.26965803 -0.6782346 ]
973,1,2,3,4,3,[-0.92825335 -0.2668657   0.45478907  0.505983   -0.6860997   0.0257539 ]
974,1,2,3,4,4,[-0.26182842  0.16654389 -0.11057516  0.14476915  0.28257337  0.19174567]
975,1,2,4,0,0,[-0.15099145  0.68108386  0.25064     0.46575734  0.64748406  0.9375068 ]
976,1,2,4,0,1,[-0.34753042  0.4249318   0.41260377  0.58035743  0.1812849   0.7434332 ]
977,1,2,4,0,2,[-0.26401097 -0.35382745 -0.15123014  0.19146952  0.50498843 -0.37228328]
978,1,2,4,0,3,[-0.4113493   0.40078184  0.535571    0.65626496 -0.04643366  0.77360445]
979,1,2,4,0,4,[-0.14467226  0.22003658 -0.01051407  0.21394399  0.47617793  0.2963869 ]
980,1,2,4,1,0,[-0.29743367  0.46298456  0.05082931  0.26683047  0.18490377  0.57928157]
981,1,2,4,1,1,[-0.61643255 -0.05031719  0.1883224   0.32784292 -0.3603688   0.09914657]
982,1,2,4,1,2,[-0.2460668  -0.30974033 -0.31871587  0.09287023  0.16281645 -0.4376905 ]
983,1,2,4,1,3,[-0.75673896 -0.23799406  0.30169758  0.37199005 -0.62840927 -0.0509045 ]
984,1,2,4,1,4,[-0.15375736  0.26236707 -0.13688779  0.11621612  0.176146    0.2538647 ]
985,1,2,4,2,0,[-0.14941771  0.3309575   0.10933731  0.25804076  0.24861504  0.47257304]
986,1,2,4,2,1,[-0.32546568  0.06192354  0.20459044  0.3128749  -0.09387397  0.23231204]
987,1,2,4,2,2,[-0.16410527 -0.24856955 -0.14101344  0.1135681   0.20312649 -0.27561206]
988,1,2,4,2,3,[-0.39617658 -0.0153483   0.27967632  0.34980652 -0.2617102   0.1827804 ]
989,1,2,4,2,4,[-0.09616267  0.13298266 -0.03891518  0.12378056  0.19968434  0.17052275]
990,1,2,4,3,0,[-0.07750855  0.61736196  0.2356607   0.45225474  0.5513603   0.8880749 ]
991,1,2,4,3,1,[-0.2593215   0.35824046  0.3740007   0.54853755  0.14085336  0.6810815 ]
992,1,2,4,3,2,[-0.16362187 -0.24284628 -0.1122      0.21972458  0.43870175 -0.21234347]
993,1,2,4,3,3,[-0.32417232  0.3110406   0.47832233  0.6098967  -0.06195908  0.6773704 ]
994,1,2,4,3,4,[-0.07489646  0.24298196  0.00698096  0.22641176  0.40912998  0.34609237]
995,1,2,4,4,0,[-0.48558763  0.49646258  0.13141683  0.3867343   0.33563706  0.667734  ]
996,1,2,4,4,1,[-0.8863728  -0.11621656  0.32339025  0.48659685 -0.4175373   0.10690112]
997,1,2,4,4,2,[-0.47695565 -0.68312407 -0.38231644  0.10938144  0.27267182 -0.8526209 ]
998,1,2,4,4,3,[-1.0473163  -0.29767087  0.47968635  0.560174   -0.78209406 -0.01679014]
999,1,2,4,4,4,[-0.31149507  0.15400943 -0.15031815  0.15486155  0.2944422   0.14337341]
1000,1,3,0,0,0,[-0.064774    0.45960206  0.12609814  0.25234646  0.3420521   0.63636667]
1001,1,3,0,0,1,[-0.20571725  0.22692335  0.20770015  0.3096296   0.04959923  0.42626488]
1002,1,3,0,0,2,[-0.0875745  -0.02650396 -0.07633644  0.11125851  0.29807305  0.01842584]
1003,1,3,0,0,3,[-0.26484516  0.15056194  0.2698133   0.3469455  -0.10079493  0.36806834]
1004,1,3,0,0,4,[-0.03850372  0.25258183 -0.00529961  0.12101579  0.27296144  0.33124515]
1005,1,3,0,1,0,[-0.13631871  0.39261723  0.01248952  0.14829743  0.10139312  0.49955332]
1006,1,3,0,1,1,[-0.34787852  0.00381558  0.08227499  0.177923   -0.23916635  0.11460437]
1007,1,3,0,1,2,[-0.06785565  0.0592249  -0.1752004   0.05858173  0.12532978  0.05280509]
1008,1,3,0,1,3,[-0.45089927 -0.17311788  0.14083073  0.19908121 -0.41513187 -0.05574382]
1009,1,3,0,1,4,[-0.03573074  0.324127   -0.07954865  0.06915802  0.11865399  0.36250046]
1010,1,3,0,2,0,[-0.06429827  0.25550565  0.05310247  0.1449233   0.13372178  0.36183038]
1011,1,3,0,2,1,[-0.18370007  0.04243167  0.1012643   0.17198664 -0.07998689  0.15608183]
1012,1,3,0,2,2,[-0.04653549 -0.00632516 -0.07363205  0.07035598  0.13166246  0.02031459]
1013,1,3,0,2,3,[-0.23905869 -0.04493196  0.13952231  0.18972139 -0.19007821  0.07540051]
1014,1,3,0,2,4,[-0.02121991  0.17544958 -0.02127951  0.07365242  0.12191522  0.22420043]
1015,1,3,0,3,0,[-0.02255288  0.41967326  0.12090257  0.25017124  0.2938078   0.60461754]
1016,1,3,0,3,1,[-0.15161607  0.19507225  0.19079444  0.298323    0.03592867  0.39819932]
1017,1,3,0,3,2,[-0.03517251  0.02080015 -0.05472499  0.13052318  0.262458    0.0907018 ]
1018,1,3,0,3,3,[-0.20866449  0.11260945  0.24355589  0.32812345 -0.09814442  0.32890296]
1019,1,3,0,3,4,[-0.00188498  0.2543214   0.00516987  0.13097449  0.23709919  0.34692496]
1020,1,3,0,4,0,[-0.23480177  0.42993137  0.05291459  0.21011843  0.17654905  0.5764668 ]
1021,1,3,0,4,1,[-0.5026526  -0.04446498  0.14996946  0.2590244  -0.29122892  0.11277104]
1022,1,3,0,4,2,[-0.17650229 -0.1005749  -0.20708698  0.06697092  0.18934333 -0.11405271]
1023,1,3,0,4,3,[-0.62542164 -0.23874111  0.23004955  0.29491523 -0.5290682  -0.06735165]
1024,1,3,0,4,4,[-0.10917146  0.3013165  -0.08620416  0.0895355   0.18568544  0.34875143]
1025,1,3,1,0,0,[-0.02937241  0.51514626  0.21046773  0.32769153  0.45607954  0.81597817]
1026,1,3,1,0,1,[-0.16655962  0.31206772  0.31418812  0.3962412   0.1612818   0.65684783]
1027,1,3,1,0,2,[-0.06959808 -0.057231   -0.03757827  0.16453578  0.38715956  0.06758591]
1028,1,3,1,0,3,[-0.22386569  0.2585848   0.38896254  0.43878096  0.0083373   0.63136894]
1029,1,3,1,0,4,[-0.02336368  0.25064784  0.03675691  0.16657716  0.34546643  0.4031031 ]
1030,1,3,1,1,0,[-0.12843318  0.40812635  0.05884986  0.20128289  0.1684291   0.59856004]
1031,1,3,1,1,1,[-0.34458163  0.0404047   0.14931948  0.23784193 -0.17891957  0.2546882 ]
1032,1,3,1,1,2,"[-6.5473758e-02  1.1999364e-04 -1.7268112e-01  9.7155623e-02
  1.7441279e-01  3.3830058e-02]"
1033,1,3,1,1,3,[-0.45040008 -0.11822957  0.22139943  0.2620219  -0.35880625  0.11335288]
1034,1,3,1,1,4,[-0.03489619  0.3000472  -0.06488051  0.10184234  0.15890089  0.38224217]
1035,1,3,1,2,0,[-0.04384839  0.27875826  0.10167914  0.19587384  0.196306    0.46204826]
1036,1,3,1,2,1,[-0.16365904  0.08161532  0.16369836  0.22883908 -0.02079693  0.28565824]
1037,1,3,1,2,2,[-0.03370056 -0.03517772 -0.05434508  0.10907321  0.18045524  0.03958732]
1038,1,3,1,2,3,[-0.21964769  0.0073249   0.21016073  0.2488886  -0.1334062   0.22429486]
1039,1,3,1,2,4,[-0.01123351  0.16727181  0.00168919  0.10600542  0.16144185  0.26129758]
1040,1,3,1,3,0,[0.02164955 0.4694882  0.20109992 0.33109066 0.39868322 0.77538973]
1041,1,3,1,3,1,[-0.10442632  0.26953524  0.2904291   0.3890186   0.1386772   0.612573  ]
1042,1,3,1,3,2,[-0.00629647 -0.00309635 -0.01490426  0.19179477  0.3455509   0.14804447]
1043,1,3,1,3,3,[-0.16061075  0.2061246   0.35410428  0.42271498  0.00198914  0.57057035]
1044,1,3,1,3,4,[0.02162328 0.2549397  0.04674319 0.18226463 0.3045212  0.42117372]
1045,1,3,1,4,0,[-0.22556514  0.45946738  0.13147046  0.28177744  0.2808686   0.73388726]
1046,1,3,1,4,1,[-0.4965571   0.0165528   0.25668558  0.34171247 -0.19579895  0.3288677 ]
1047,1,3,1,4,2,[-0.1789965  -0.1778311  -0.18801863  0.1162513   0.2676434  -0.12152015]
1048,1,3,1,4,3,[-0.6208566  -0.15077883  0.35427022  0.3829316  -0.43892235  0.1894961 ]
1049,1,3,1,4,4,[-0.11186384  0.27085754 -0.05491134  0.13208945  0.24933372  0.38873228]
1050,1,3,2,0,0,[-0.01491647  0.47914246  0.18865038  0.3352104   0.4615505   0.7530203 ]
1051,1,3,2,0,1,[-0.12170057  0.34569377  0.30843097  0.40580255  0.21580775  0.68919796]
1052,1,3,2,0,2,[-0.0741363  -0.10550946 -0.07905947  0.1734147   0.36998588 -0.03633302]
1053,1,3,2,0,3,[-0.16312167  0.33048356  0.3959869   0.44894528  0.09079961  0.7214375 ]
1054,1,3,2,0,4,[-0.02847175  0.19170499  0.01062256  0.1719448   0.3308625   0.30840763]
1055,1,3,2,1,0,[-0.12263002  0.34417042  0.01978881  0.20951077  0.17131573  0.48351395]
1056,1,3,2,1,1,[-0.30393523  0.06301744  0.12897685  0.24818121 -0.12230164  0.25631294]
1057,1,3,2,1,2,[-0.08324922 -0.0893676  -0.23473182  0.10605004  0.14901234 -0.14093573]
1058,1,3,2,1,3,[-0.3909473  -0.04561836  0.21679774  0.27297217 -0.27090925  0.18895274]
1059,1,3,2,1,4,[-0.04978966  0.20839447 -0.10575169  0.10757398  0.14060664  0.23379537]
1060,1,3,2,2,0,[-0.035301    0.24867143  0.08354237  0.20304036  0.20156357  0.40890276]
1061,1,3,2,2,1,[-0.1333771   0.10347496  0.15688723  0.23744603  0.01867151  0.30270264]
1062,1,3,2,2,2,[-0.03935031 -0.07802632 -0.08635224  0.1167574   0.16874571 -0.04686252]
1063,1,3,2,2,3,[-0.17787853  0.0584015   0.21253695  0.25785127 -0.07437433  0.28460053]
1064,1,3,2,2,4,[-0.01650428  0.11965933 -0.01884685  0.11109065  0.15238363  0.18531518]
1065,1,3,2,3,0,[0.03567517 0.43515927 0.18190733 0.34090027 0.40545785 0.7173371 ]
1066,1,3,2,3,1,[-0.06329652  0.2981666   0.28564152  0.4006412   0.18861718  0.6405335 ]
1067,1,3,2,3,2,[-0.00974703 -0.05045817 -0.0518475   0.20239142  0.33157787  0.05095014]
1068,1,3,2,3,3,[-0.105298    0.26975262  0.36081746  0.43477663  0.07654249  0.65101534]
1069,1,3,2,3,4,[0.01767147 0.19953026 0.02352156 0.18924472 0.2930644  0.3339596 ]
1070,1,3,2,4,0,[-0.21104695  0.39671078  0.09034167  0.29225194  0.29088482  0.6182741 ]
1071,1,3,2,4,1,[-0.43553755  0.06532633  0.23937424  0.35533744 -0.11242355  0.36324167]
1072,1,3,2,4,2,[-0.19446114 -0.2681438  -0.25807825  0.12807868  0.24158038 -0.3076416 ]
1073,1,3,2,4,3,[-0.53517985 -0.03943026  0.35634375  0.3975072  -0.31363267  0.31616193]
1074,1,3,2,4,4,[-0.12580211  0.17022999 -0.10026943  0.1393866   0.22909842  0.22520201]
1075,1,3,3,0,0,[-0.01437619  0.4758835   0.19858505  0.3252249   0.45094764  0.763088  ]
1076,1,3,3,0,1,[-0.12705997  0.3253172   0.30965713  0.39279813  0.19889715  0.67268354]
1077,1,3,3,0,2,[-0.06506307 -0.08298656 -0.05477274  0.16852772  0.36963874  0.01343884]
1078,1,3,3,0,3,[-0.17245968  0.29827413  0.3899332   0.4340915   0.06924248  0.6852836 ]
1079,1,3,3,0,4,[-0.02213539  0.20597412  0.02542527  0.16738386  0.32940525  0.33996525]
1080,1,3,3,1,0,[-0.11724593  0.35379663  0.03803767  0.20279035  0.16975784  0.514573  ]
1081,1,3,3,1,1,[-0.30339447  0.05565277  0.13815714  0.23954575 -0.12993276  0.26019385]
1082,1,3,3,1,2,[-0.07114026 -0.05539421 -0.20172106  0.10259899  0.15697438 -0.07058729]
1083,1,3,3,1,3,[-0.39371905 -0.06499333  0.21799974  0.26318374 -0.28325596  0.17213848]
1084,1,3,3,1,4,[-0.04085163  0.23163821 -0.0846435   0.10442426  0.14543566  0.280828  ]
1085,1,3,3,2,0,[-0.03380468  0.2509546   0.09201733  0.19667205  0.19740732  0.42145157]
1086,1,3,3,2,1,[-0.1353292   0.09469595  0.15964964  0.2295265   0.01053761  0.29784715]
1087,1,3,3,2,2,[-0.03294011 -0.05946753 -0.06845881  0.11307491  0.17095883 -0.00867735]
1088,1,3,3,2,3,[-0.18215299  0.04187719  0.21042404  0.2490371  -0.08550381  0.26673684]
1089,1,3,3,2,4,[-0.01188654  0.13201228 -0.00772318  0.10784075  0.15331699  0.21022263]
1090,1,3,3,3,0,[0.03452248 0.43281242 0.18998651 0.33019006 0.3957774  0.7252862 ]
1091,1,3,3,3,1,[-0.0694646   0.28098     0.28615558  0.38746354  0.17347847  0.6253645 ]
1092,1,3,3,3,2,[-0.00356062 -0.03054355 -0.03124221  0.19597815  0.33081833  0.09343823]
1093,1,3,3,3,3,[-0.11475989  0.2423196   0.355026    0.42020166  0.05743458  0.6188541 ]
1094,1,3,3,3,4,[0.02185551 0.212164   0.03594766 0.18362367 0.29139474 0.36069128]
1095,1,3,3,4,0,[-0.20372763  0.40545464  0.11085601  0.28307322  0.28600696  0.65209466]
1096,1,3,3,4,1,[-0.43521407  0.05103004  0.24794182  0.34307086 -0.12551005  0.36069074]
1097,1,3,3,4,2,[-0.1773923  -0.22569697 -0.21793453  0.12408815  0.24966347 -0.22058411]
1098,1,3,3,4,3,[-0.53972906 -0.07000753  0.35458964  0.38330668 -0.33306888  0.2861122 ]
1099,1,3,3,4,4,[-0.11319041  0.19897763 -0.07491733  0.13553753  0.23383896  0.2829488 ]
1100,1,3,4,0,0,[-0.02898195  0.52397686  0.19501577  0.35461113  0.48719177  0.80433357]
1101,1,3,4,0,1,[-0.1524345   0.36144778  0.3198994   0.4306088   0.20706333  0.7091873 ]
1102,1,3,4,0,2,[-0.08931118 -0.11027789 -0.08851165  0.17881757  0.39363608 -0.04133564]
1103,1,3,4,0,3,[-0.2006016   0.3359976   0.41178152  0.47759682  0.0646252   0.73031574]
1104,1,3,4,0,4,[-0.0369865   0.2176058   0.00732557  0.179647    0.3534465   0.3366776 ]
1105,1,3,4,1,0,[-0.14138551  0.38480893  0.02020727  0.21941848  0.17531978  0.53098273]
1106,1,3,4,1,1,[-0.346541    0.05733566  0.13287164  0.26073903 -0.1579108   0.25273883]
1107,1,3,4,1,2,[-0.09393625 -0.08172102 -0.24805394  0.10712631  0.15838164 -0.13050826]
1108,1,3,4,1,3,[-0.44486186 -0.0727445   0.22401707  0.2877189  -0.3269597   0.16103962]
1109,1,3,4,1,4,[-0.05596763  0.24451815 -0.11203159  0.11082169  0.14982842  0.27425975]
1110,1,3,4,2,0,[-0.04692239  0.27365488  0.08567324  0.21283697  0.20921603  0.43833032]
1111,1,3,4,2,1,[-0.15873684  0.10271083  0.16168302  0.24970952  0.00137968  0.3039676 ]
1112,1,3,4,2,2,[-0.04831919 -0.07938188 -0.09378269  0.11926397  0.17801206 -0.04720449]
1113,1,3,4,2,3,[-0.20937963  0.04679671  0.2197522   0.27197334 -0.1043866   0.2737059 ]
1114,1,3,4,2,4,[-0.02173717  0.13818578 -0.02197609  0.11496084  0.16151008  0.20613787]
1115,1,3,4,3,0,[0.02537328 0.47594085 0.18800959 0.3590108  0.42641807 0.7658493 ]
1116,1,3,4,3,1,[-0.08884762  0.31117746  0.29594374  0.4232239   0.1792329   0.6590062 ]
1117,1,3,4,3,2,[-0.02009957 -0.05014067 -0.05924042  0.2088085   0.3516946   0.05341081]
1118,1,3,4,3,3,[-0.13729551  0.27208203  0.37466693  0.46046314  0.05163674  0.65769553]
1119,1,3,4,3,4,[0.01244354 0.22558635 0.02131931 0.19720697 0.31201774 0.36385337]
1120,1,3,4,4,0,[-0.24232143  0.4389894   0.0913583   0.30695352  0.29839537  0.66588545]
1121,1,3,4,4,1,[-0.49736643  0.05058741  0.24563555  0.37447435 -0.1593088   0.34836668]
1122,1,3,4,4,2,[-0.2182842  -0.2792062  -0.2767038   0.1285884   0.25411248 -0.3200975 ]
1123,1,3,4,4,3,[-0.6106466  -0.0781481   0.36761373  0.4203171  -0.38801762  0.2744607 ]
1124,1,3,4,4,4,[-0.14096023  0.2028596  -0.10923854  0.14361046  0.24264184  0.25986332]
1125,1,4,0,0,0,[-0.04935437  0.3785899   0.11939127  0.24764164  0.30093685  0.5726787 ]
1126,1,4,0,0,1,[-0.16737157  0.189926    0.20480922  0.29967025  0.05634418  0.42039347]
1127,1,4,0,0,2,[-0.06716223 -0.03294456 -0.07807123  0.12264895  0.26281583  0.01713874]
1128,1,4,0,0,3,[-0.21817313  0.12897712  0.26883036  0.3324305  -0.06987428  0.3852881 ]
1129,1,4,0,0,4,[-0.03023732  0.20082332 -0.00726351  0.12566689  0.23549691  0.2846982 ]
1130,1,4,0,1,0,[-0.12557602  0.31256303 -0.00330598  0.15154716  0.08265266  0.4218896 ]
1131,1,4,0,1,1,[-0.3061657  -0.00634761  0.07320249  0.17911358 -0.20578091  0.12119604]
1132,1,4,0,1,2,[-0.06226344  0.03010051 -0.19057389  0.07172811  0.10507752  0.01131559]
1133,1,4,0,1,3,[-0.39556193 -0.15169033  0.13639982  0.19773299 -0.35531792 -0.00862983]
