timestamp,water_level_cm,precip_kauno-ams,temp_kauno-ams,Pt,API_t,API_norm,SMI_t,S_t,delta_WL_t
2024-05-18,0.0,4.6,16.0,4.6,6.854956171217454,0.12725158636133777,40.0,-0.7324940716135789,0.0
2024-05-19,0.0,0.0,18.1,0.0,5.826712745534836,0.10785492585289062,45.25,-0.7441039398713607,0.0
2024-05-20,0.0,0.0,17.39,0.0,4.952705833704611,0.09136776442071055,43.475,-0.7554933140726803,0.0
2024-05-21,0.0,0.0,18.51,0.0,4.20979995864892,0.0773536772033575,46.275000000000006,-0.766658819300159,0.0
2024-05-22,0.0,1.5,19.66,1.5,5.078329964851582,0.09373752294545755,49.15,-0.777597146973627,0.0
2024-05-23,0.0,0.0,20.62,0.0,4.316580470123845,0.07936797194939244,51.550000000000004,-0.7883050558305255,0.0
2024-05-24,0.0,0.0,21.3,0.0,3.669093399605268,0.06715385360273708,53.25,-0.7987793728863649,0.0
2024-05-25,0.0,10.6,18.55,10.6,13.718729389664478,0.25672898013782114,46.375,-0.8090169943749473,0.0
2024-05-26,0.0,0.0,19.56,0.0,11.660919981214807,0.2179107105629015,48.9,-0.8190148866680801,0.0
2024-05-27,0.0,0.0,19.67,0.0,9.911781984032586,0.1849151814242198,49.175000000000004,-0.8287700871745037,0.0
2024-05-28,0.0,0.0,20.61,0.0,8.425014686427698,0.15686898165634033,51.525,-0.8382797052177743,0.0
2024-05-29,0.0,0.4,20.01,0.4,7.561262483463543,0.14057526382080285,50.025000000000006,-0.8475409228928311,0.0
2024-05-30,0.0,0.8,19.95,0.8,7.227073110944011,0.13427115562775602,49.875,-0.8565509959010036,0.0
2024-05-31,0.0,16.5,19.48,16.5,22.64301214430241,0.4250755783746979,48.7,-0.865307254363206,0.0
2024-06-01,0.0,3.1,18.94,3.1,22.34656032265705,0.4194833468097371,47.35,-0.8738071036110808,0.0
2024-06-02,0.0,0.5,18.77,0.5,19.494576274258492,0.3656838621929801,46.925,-0.8820480249558537,0.0
2024-06-03,0.0,0.4,18.24,0.4,16.970389833119714,0.3180679122769466,45.599999999999994,-0.8900275764346767,0.0
2024-06-04,0.0,0.0,17.44,0.0,14.424831358151756,0.27004880288115807,43.6,-0.8977433935342337,0.0
2024-06-05,0.0,0.0,18.75,0.0,12.261106654428993,0.22923255989473784,46.875,-0.9051931898913974,0.0
2024-06-06,0.0,0.0,15.64,0.0,10.421940656264644,0.19453875335628068,39.1,-0.9123747579707273,0.0
2024-06-07,0.0,2.1,13.8,2.1,10.958649557824947,0.2046631656261823,34.5,-0.9192859697186104,0.0
2024-06-08,0.0,0.0,13.99,0.0,9.314852124151205,0.1736547682280085,34.975,-0.9259247771938498,0.0
2024-06-09,0.0,3.8,14.12,3.8,11.717624305528524,0.21898037412758112,35.3,-0.9322892131745133,0.0
2024-06-10,0.0,0.0,14.72,0.0,9.959980659699244,0.18582439545419746,36.800000000000004,-0.9383773917408641,0.0
2024-06-11,0.0,1.7,15.92,1.7,10.165983560744356,0.1897104094422515,39.8,-0.9441875088341993,0.0
2024-06-12,0.0,0.0,14.28,0.0,8.641086026632703,0.16094492547166728,35.699999999999996,-0.9497178427914316,0.0
2024-06-13,0.0,0.5,15.03,0.5,7.844923122637797,0.14592620405562076,37.574999999999996,-0.9549667548552551,0.0
2024-06-14,0.0,1.6,14.05,1.6,8.268184654242127,0.1539105587616713,35.125,-0.9599326896597447,0.0
2024-06-15,0.0,0.0,16.1,0.0,7.0279569561058075,0.13051505239317412,40.25,-0.9646141756912435,0.0
2024-06-16,0.0,0.0,18.92,0.0,5.973763412689936,0.11062887197995154,47.300000000000004,-0.9690098257244062,0.0
2024-06-17,0.0,0.0,19.62,0.0,5.077698900786446,0.09372561862871233,49.050000000000004,-0.9731183372332619,0.0
2024-06-18,0.0,0.0,19.92,0.0,4.316044065668479,0.079357853280159,49.800000000000004,-0.9769384927771817,0.0
2024-06-19,0.0,6.6,17.48,6.6,10.268637455818206,0.1916468601920293,43.7,-0.980469160361632,0.0
2024-06-20,0.0,0.0,16.2,0.0,8.728341837445475,0.16259090860897843,40.5,-0.9837092937736097,0.0
2024-06-21,0.0,0.0,17.46,0.0,7.419090561828654,0.1378933497633852,43.650000000000006,-0.986657932891657,0.0
2024-06-22,0.0,13.6,17.93,13.6,19.906226977554354,0.37344919162807233,44.825,-0.9893142039703663,0.0
2024-06-23,0.0,0.3,15.32,0.3,17.2202929309212,0.322782054304985,38.3,-0.99167731989929,0.0
2024-06-24,0.0,0.0,17.74,0.0,14.63724899128302,0.27405582360499076,44.349999999999994,-0.993746580436178,0.0
2024-06-25,0.0,0.0,20.39,0.0,12.441661642590567,0.23263852750999567,50.975,-0.9955213724144752,0.0
2024-06-26,0.0,0.0,22.0,0.0,10.575412396201981,0.19743382582924981,55.0,-0.9970011699250151,0.0
2024-06-27,0.0,0.0,24.08,0.0,8.989100536771684,0.16750982940061585,60.199999999999996,-0.9981855344718586,0.0
2024-06-28,0.0,1.0,25.25,1.0,8.640735456255932,0.1609383123541771,63.125,-0.99907411510223,0.0
2024-06-29,0.0,1.6,20.41,1.6,8.944625137817543,0.16667085081544422,51.025,-0.9996666485105112,0.0
2024-06-30,0.0,0.0,22.6,0.0,7.602931367144911,0.1413613006388811,56.5,-0.9999629591162655,0.0
2024-07-01,0.0,0.3,20.27,0.3,6.762491662073174,0.12550734696417248,50.675,-0.9999629591162655,0.0
2024-07-02,0.0,0.0,16.33,0.0,5.748117912762198,0.10637232236530014,40.824999999999996,-0.9996666485105112,0.0
2024-07-03,0.0,0.0,16.35,0.0,4.885900225847868,0.09010755145625862,40.875,-0.99907411510223,0.0
2024-07-04,0.0,1.6,17.33,1.6,5.753015191970688,0.10646470405221352,43.324999999999996,-0.9981855344718586,0.0
2024-07-05,0.0,1.2,15.98,1.2,6.0900629131750845,0.11282273179161513,39.95,-0.9970011699250151,0.0
2024-07-06,0.0,0.0,20.06,0.0,5.176553476198822,0.09559039946862638,50.15,-0.9955213724144752,0.0
2024-07-07,0.0,3.5,20.63,3.5,7.900070454768999,0.1469664967067363,51.574999999999996,-0.9937465804361781,0.0
2024-07-08,0.0,0.0,19.32,0.0,6.715059886553649,0.12461259964647939,48.3,-0.99167731989929,0.0
2024-07-09,0.0,0.0,21.52,0.0,5.707800903570602,0.105611787145261,53.8,-0.9893142039703664,0.0
2024-07-10,0.0,0.0,24.36,0.0,4.851630768035012,0.08946109651922536,60.9,-0.9866579328916572,0.0
2024-07-11,0.0,9.7,22.99,9.7,13.82388615282976,0.2587126446907261,57.474999999999994,-0.9837092937736098,0.0
2024-07-12,0.0,0.0,22.63,0.0,11.750303229905295,0.21959682543287068,56.574999999999996,-0.9804691603616321,0.0
2024-07-13,0.0,24.0,23.21,24.0,33.9877577454195,0.6390814970932961,58.025000000000006,-0.9769384927771817,0.0
2024-07-14,0.0,0.0,19.24,0.0,28.889594083606575,0.5429103499750553,48.099999999999994,-0.973118337233262,0.0
2024-07-15,0.0,0.0,20.98,0.0,24.556154971065588,0.46116487492455044,52.45,-0.9690098257244063,0.0
2024-07-16,0.0,3.8,24.93,3.8,24.67273172540575,0.4633639648196418,62.325,-0.9646141756912435,0.0
2024-07-17,0.0,0.4,23.18,0.4,21.371821966594887,0.40109599950960906,57.95,-0.9599326896597445,0.0
2024-07-18,0.0,0.0,20.33,0.0,18.166048671605655,0.34062267702892124,50.824999999999996,-0.9549667548552553,0.0
2024-07-19,0.0,0.0,18.67,0.0,15.441141370864806,0.28922035292033654,46.675000000000004,-0.9497178427914317,0.0
